#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
00001851.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 1.90789671752423e-005 119.999999999999 -253.760371092429 2010.19416509767 -0.0081119028853122 0.00896578739956656 0.192728802155909 0.202896028093077 0.808441339085665 0.258246634652239 6.0737397325517 6.074613418833 1 3.80645645725559e-005 
00001851.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 2.10037950235446e-005 121.000000000001 -236.484154071244 2016.1946155074 -0.00831333023922646 0.00949043894564809 0.19268299173727 0.19739561513741 0.807122872253487 0.147396993686266 5.16939262634645 5.16939855043162 1 3.7862441369267e-005 
00001851.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 1.98907708297983e-005 111.91272413918 -297.293504040702 1961.67069989482 -0.0102578827906981 0.00854813280611683 0.177359611507653 0.116757621909521 0.80643287858454 0.30446964541697 3.69409483835594 3.69710849276035 1 3.80645645725559e-005 
00001851.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 2.16761405649715e-005 112.80964119729 -281.471031870782 1967.05262002 -0.0104324433532259 0.00898956683166026 0.177619929833165 0.11353862884039 0.805715395618106 0.130314881756947 3.80482535322734 3.80490688292172 1 3.7862441369267e-005 
00001851.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 2.0895292784213e-005 108.01619415596 -314.497435648797 1938.29175505363 -0.0118785439044274 0.00849034551075329 0.174726204497396 0.113363765255537 0.808555813347014 0.310461768092698 3.44855666513641 3.45204897386003 1 3.80645645725559e-005 
00001851.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 2.24684117067189e-005 108.866984104308 -300.230527172126 1943.39686285355 -0.0119780629455039 0.00886400785338312 0.175014892744502 0.11118650236198 0.807967481890714 0.152447596210056 3.46540390096261 3.46540501243457 1 3.7862441369267e-005 
00001851.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 2.34696908771546e-005 101.086987483805 -340.246692631268 1896.71711742985 -0.0163674498883149 0.00852907710598065 0.171410964612458 0.108242232686697 0.811139131186714 0.233304659107463 2.89314163615412 2.89419509662442 1 3.80645645725559e-005 
00001851.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 2.4530915939907e-005 101.866304861268 -329.487775613613 1901.3932700213 -0.0161869975488857 0.00877120293695134 0.171639117295641 0.107399295144375 0.81080093305297 0.154572777292404 3.23816996056998 3.23817002587146 1 3.7862441369267e-005 
00001851.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 2.64677312424874e-005 94.9885846660148 -358.406806883405 1860.12740206456 -0.0236208630591774 0.00866011681848721 0.169071974816461 0.104544174867193 0.812973443551747 0.248944467598351 2.73312152538888 2.73472795137159 1 3.80645645725559e-005 
00001851.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 2.70733581734002e-005 95.7106969086591 -350.708451288314 1864.46021723713 -0.0229155358075384 0.00880437098418351 0.169237655248923 0.104316899001552 0.812779937850359 0.182590819446093 3.00847217517003 3.00859665310116 1 3.7862441369267e-005 
