#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 2.06596576472292e-005 120 -142.005323980123 1899.92149780154 -0.00666227381328106 0.0103477869866111 0.21861826492439 0.30610323652483 0.81624726317292 0.403697167695797 5.17562751656666 5.18158851651501 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 1.96530520570061e-005 120.999999999999 -142.73016373735 1905.92128238794 -0.00636711226171952 0.0102010723332225 0.21971420008027 0.310914398257732 0.817050077429452 0.484366135001982 6.01503667533239 6.02403530414859 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 2.17691841519044e-005 111.483413295826 -187.905905327936 1848.82221501517 -0.00828947795033608 0.00973959082874543 0.185707656637979 0.104870988153123 0.796521719835656 0.166931918266065 5.24795122411817 5.24796428601026 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 2.07465205489651e-005 112.382598278806 -189.225236905565 1854.21710606303 -0.00791516129129174 0.00959220214535153 0.186702904511508 0.106561465710076 0.795759757281085 0.190858228537579 5.91174680277698 5.91185420344625 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 2.29092756908475e-005 107.397347706925 -207.080140561892 1824.30606546135 -0.00946725620952439 0.00960840814016757 0.181853175901798 0.101043912644406 0.799850334377592 0.166330883823325 3.97928133026915 3.97929683340863 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 2.18791971678923e-005 108.240235480422 -208.683287110208 1829.36317166553 -0.00904066998396124 0.00946474655909314 0.182767923045278 0.102111662078808 0.799078666502526 0.278508325529958 5.47548587303458 5.47687363315864 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 2.56241029755477e-005 100.299318296977 -236.947376101358 1781.7184699747 -0.012466041065552 0.00952741406609956 0.178345038410777 0.0961955785933083 0.802735068909835 0.244639376925097 4.51280532775024 4.51369108351927 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 2.46199122838738e-005 101.058257818103 -238.71825277035 1786.27189220465 -0.011907346983944 0.00940161670274194 0.179210818001115 0.0962866336673803 0.801886463326102 0.0759346255790577 3.21612134304538 3.21709856155434 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 2.86027316791174e-005 94.1750201462535 -259.736122517244 1744.9733184969 -0.0167019854920955 0.00955146887309795 0.175483322982008 0.0943778721180372 0.805361201206929 0.149799146181821 3.09990084892517 3.09990559411091 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 2.76628230068941e-005 94.8766838600359 -261.311121612993 1749.18309963914 -0.0159357496710025 0.00944855178400324 0.176280094406183 0.0940577196725271 0.804532433280742 0.0974412117579831 3.21795748322977 3.21847620933208 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.002 5 120 0 0 0 0.002 3.24534166013396e-005 87.8377972760995 -279.716199426901 1706.95080532255 -0.0246218855256476 0.00966306103778279 0.172284746530595 0.0930383699159342 0.80838256504854 0.15638347082181 3.08617185251196 3.08617207065752 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.002 5 121 0 0 0 0.002 3.16006841988612e-005 88.4904167212379 -280.868561912594 1710.86633950865 -0.0233720765176683 0.00958484576125409 0.172944189635629 0.0926848591763056 0.807686864697374 0.142882431244575 3.04803047403823 3.04805545597118 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.005 5 120 0 0 0 0.005 3.91717269182054e-005 79.5664485147549 -297.864120454701 1657.32415047289 -0.0542268886056342 0.00996305345401629 0.168214087028971 0.0907239313749126 0.812164516406784 0.161730233850528 2.41095669297551 2.41096547429545 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.005 5 121 0 0 0 0.005 3.84090014509076e-005 80.1595114949134 -298.418838246171 1660.88236513059 -0.050088305223534 0.00990929525106536 0.168646895650381 0.0905988283275261 0.811720445372839 0.160181966246065 2.27219473427646 2.27220014542435 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.010 5 120 0 0 0 0.01 4.56706027147988e-005 73.581593417458 -303.321289868713 1621.41641064853 -0.214419530193823 0.010299309386653 0.165934242632579 0.087789896673329 0.814108514636163 0.199868794645318 2.15427228950582 2.1547348643692 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.010 5 121 0 0 0 0.01 4.49197758063207e-005 74.130685933126 -303.57414544551 1624.71080506558 -0.170908670975674 0.0102543967903999 0.166239571323205 0.0878252612179525 0.813808782802785 0.203295689797225 2.24413435206381 2.24464918514549 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.020 5 120 0 0 0 0.02 5.36677053783193e-005 67.9204520179033 -299.81589423457 1587.45127363117 0.153118563602942 0.0107320051023871 0.163768013912389 0.0849416643427596 0.815960727997999 0.198911519242119 2.15899493549654 2.15943691961894 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.020 5 121 0 0 0 0.02 5.28528261269355e-005 68.4267623248991 -300.004248945683 1590.48896108899 0.178420884749295 0.0106872591252436 0.164029638804366 0.0850310291342176 0.815709835718069 0.191932280089769 2.04145633714979 2.04178636019435 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.050 5 120 0 0 0 0.05 6.75215009278623e-005 60.9926685323316 -276.467484083754 1545.88753742999 0.0566846020432866 0.0114927133912885 0.160800836920806 0.0814639491679373 0.818558424109041 0.153439105361093 1.87591526713801 1.87591611542322 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.050 5 121 0 0 0 0.05 6.64620395102878e-005 61.4456608745548 -277.055902179704 1548.60526475858 0.058814617822501 0.0114360498721504 0.161047230739177 0.0816011170722129 0.818326920487392 0.115626893515973 1.68342776048765 1.68389337074599 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.100 5 120 0 0 0 0.1 8.17055288936338e-005 56.1837601971101 -238.858443910088 1517.03712280064 0.0425615901536689 0.0122571021264788 0.158313682116662 0.0790039755369008 0.820792836999313 0.0832401308267754 1.54171320103106 1.54339273729274 1 4.56706027147988e-005 
00004418.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.100 5 121 0 0 0 0.1 8.03041881881388e-005 56.5994871205579 -240.188274146285 1519.53118445442 0.0433855876388368 0.0121836307473362 0.158571008384383 0.0791657245084955 0.820552295420821 0.106308883437165 1.61213795644836 1.61287984388959 1 4.49197758063207e-005 
00004418.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.200 5 120 0 0 0 0.2 0.000100941295147181 51.7389676021437 -175.393640175551 1490.37248368482 0.0365759609503988 0.0132505521240827 0.155479756910665 0.0765535989934333 0.823382212810192 0.0976304233991896 1.75568016830181 1.75662453851729 1 4.56706027147988e-005 
