#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 3.66218253242643e-005 120 -312.945515408656 2274.85432553705 -0.0218788504156562 0.0105342613112369 0.192663163923095 0.184429518498202 0.804069390485498 0.0736232445895087 2.8381907602192 2.83936354262109 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 3.73729407536736e-005 121 -302.937646814964 2280.8545373516 -0.0212834842136717 0.0107078398839261 0.192515923218621 0.185154443677211 0.804379262401585 0.0534359870544064 2.76673988880214 2.76861160653924 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 3.82998501270234e-005 112.773971959592 -346.634808159326 2231.49863049759 -0.0309863360103521 0.0103128923509814 0.181182130757684 0.113625751036482 0.802201232813922 -0.0198993173213638 2.64927135850623 2.65505302973332 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 3.89118194922416e-005 113.696553228032 -337.850190144282 2237.0342906836 -0.0297699694435243 0.0104519390241937 0.181192701541048 0.11345480540229 0.802166572982125 0.0207477162033847 2.68299206362225 2.68635999844914 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 3.97282451061581e-005 109.18558131234 -359.936360433988 2209.96868942147 -0.0390163036729742 0.0102853440661717 0.178810118312005 0.111466610768873 0.804247307654738 -0.135452471694326 4.85990460499568 4.86858963719381 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 4.01866822194666e-005 110.062219685784 -352.276368718236 2215.2286489414 -0.0370990995180273 0.0103972591512113 0.178942401505546 0.111423908666311 0.804110383107453 -0.00075899289350042 3.62804745338562 3.63139900535806 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 4.3850572660592e-005 102.544768387336 -376.03306266532 2170.12497436781 -0.0728475907165035 0.0104059232710183 0.17535681899769 0.108497855675558 0.807263055764205 0.0395423468701646 2.42648838100226 2.42924430613501 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 4.39428736396184e-005 103.346663721217 -370.826166131542 2174.93637239998 -0.0666676985426884 0.010463625908006 0.17557237755547 0.108576651253701 0.807060050387627 0.0889085683817318 2.29462253748151 2.29558058148896 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 4.89509764329196e-005 96.543919476221 -382.655415099919 2134.12131921499 -0.258526563258407 0.0106387036359674 0.173361929477654 0.106072183289696 0.808918242258463 0.170591822238286 2.23284884584074 2.23290173677983 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 4.87154373064144e-005 97.2868707073139 -379.557892036822 2138.57896017951 -0.199608272169318 0.0106557652708833 0.173530308964591 0.106245812505661 0.808774107707925 0.196832019046906 2.75667933558097 2.75699333725801 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.002 5 120 0 0 0 0.002 5.58429133330801e-005 90.2023914756939 -381.001060365213 2096.07409473803 0.184970169169335 0.0109872739798701 0.171827636702129 0.103603724290211 0.81011993064517 0.170182171541209 1.82586889025524 1.82593016797984 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.002 5 121 0 0 0 0.002 5.53061967237493e-005 90.8888029581942 -379.794241227855 2100.19241227895 0.224691805207777 0.0109736188747837 0.171996031448477 0.103738269959252 0.809970140083163 0.172623520888576 1.90831250136968 1.90839183022393 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.005 5 120 0 0 0 0.005 6.88299961981392e-005 81.8382016772416 -356.369359231081 2045.89261830468 0.0641237524845057 0.0116884463261709 0.169415338894105 0.101082441942825 0.812194839315884 0.169755114745983 1.70564866643906 1.70571057125477 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.005 5 121 0 0 0 0.005 6.79205977157771e-005 82.4552300415312 -357.374450212997 2049.59453204005 0.0671032136605983 0.0116468775204713 0.169590323581087 0.101173943488989 0.812032610820262 0.166395366278699 1.79683722526271 1.79687195807324 1 4.87154373064144e-005 
00004823.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.010 5 120 0 0 0 0.01 8.32410389765327e-005 75.7541342480565 -309.853682090846 2009.39227764364 0.0470037085359312 0.0124747715935559 0.167178368298524 0.0995088477661357 0.814220653206665 0.0828143202281048 2.81789056377504 2.81882072155018 1 4.89509764329196e-005 
00004823.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.010 5 121 0 0 0 0.01 8.20479455807086e-005 76.3229590836 -312.3888224387 2012.80489020456 0.0481672821666116 0.0124193008694217 0.167373064321329 0.0995726732180432 0.814035221663556 0.126701873495086 1.97495387439792 1.97515980774726 1 4.87154373064144e-005 
