#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 2.29981194951073e-005 119.999999999998 -165.022664227319 1938.51757761379 -0.00762471537661116 0.0104934201718195 0.212015414056623 0.364239343208183 0.845734446253043 -0.109321934218491 5.04455203069428 5.0514838674855 1 4.3112000227529e-005 
00004657.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 2.17318828151877e-005 120.999999999999 -167.377977619918 1944.51729777549 -0.00725525375374119 0.0103024603303188 0.215771267165594 0.382803134121644 0.850538220640048 -0.293120459936573 6.23724487359016 6.25333795323723 1 4.23784544316687e-005 
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 2.3791991506838e-005 111.643399565909 -211.092733670165 1888.37815045498 -0.00946169222448271 0.00985740660256461 0.18271251822303 0.112079962323213 0.800468403153759 0.0651184817033865 3.18004130541841 3.18131758014019 1 4.3112000227529e-005 
00004657.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 2.26335976204445e-005 112.54916364097 -213.380630512448 1893.81247890029 -0.00901350424204632 0.00969473993521075 0.183713658496957 0.113137505159148 0.79962608162052 0.0234473384591018 3.32590637254181 3.32851589289058 1 4.23784544316687e-005 
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 2.44047096905848e-005 107.635954166305 -231.996500568314 1864.33361346807 -0.010713254060801 0.00963060919108044 0.180545618751816 0.110323298204988 0.802370592221386 0.117068258606225 2.93154394986647 2.93179223711803 1 4.3112000227529e-005 
00004657.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 2.33824269919233e-005 108.487117056953 -233.847829160811 1869.44036488748 -0.0102301364926967 0.00949805793555326 0.181165015778169 0.111064806869467 0.8018594519707 0.13302762573125 2.95174489423806 2.95182834181917 1 4.23784544316687e-005 
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 2.60690868589666e-005 100.612104334912 -265.607697713308 1822.19088230707 -0.0139588193361888 0.00937286496124541 0.17800640434689 0.106933759706221 0.804428178451106 0.229798023308614 2.77349979234454 2.77450221082957 1 4.3112000227529e-005 
00004657.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 2.5277707666471e-005 101.385118669614 -266.576093551646 1826.82879342048 -0.0133619822331204 0.00928914845060259 0.178373798078583 0.107292714959583 0.804111863466491 0.223630660512408 2.92567268574954 2.92647232329386 1 4.23784544316687e-005 
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 2.81944001926448e-005 94.4948300621328 -291.416598400458 1785.48770636464 -0.0187802544811892 0.00927610015783189 0.17602712185143 0.104341733572478 0.806050309134539 0.327542136599804 2.94702147214269 2.95205511618209 1 4.3112000227529e-005 
00004657.nii_R_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 2.75338130329137e-005 95.2140562405435 -291.83707241567 1789.80291744534 -0.0179394669670012 0.0092192022081173 0.176308234429754 0.104588139361361 0.805803507459585 0.349863082068969 2.47132152816476 2.47897455002974 1 4.23784544316687e-005 
00004657.nii_R_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.002 5 120 0 0 0 0.002 3.12599177333448e-005 88.1374319109631 -313.846583593447 1747.34399493699 -0.0284625257295011 0.00930001280304455 0.174059286661001 0.10179071897039 0.807676162286848 0.260995997823297 2.48203365171859 2.48428640760182 1 4.3112000227529e-005 
