#fname degree numKnot L1 L2 L3 L4 MSE traceH AIC AIC0 GCV GCV2 cv_avr cv_stdev cv_error ts_avr ts_stdev ts_error sigma0 sigma_opt
00000778.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0 2.80928492690743e-005 119.999999999999 -180.330687438628 2026.73725222232 -0.0102127130385395 0.0107364419123107 0.207600389769441 0.268007590500267 0.813132102105667 0.451654430508257 5.02127146703168 5.03001378543091 1 5.3301017101358e-005 
00000778.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0 2.89251860224407e-005 121 -171.609150495265 2032.73744948613 -0.0101161644622588 0.0109882476055632 0.208259358373673 0.269206919996703 0.812906374069351 0.594728959845064 5.64345932816522 5.66054755239198 1 5.28189501251645e-005 
00000778.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0001 2.9274580961257e-005 111.976980153528 -223.214302452086 1978.5994132139 -0.0129616876619285 0.0102566067586951 0.184516974867665 0.130272703774355 0.80143721945824 0.464392382800113 4.59704578159163 4.60743047325368 1 5.3301017101358e-005 
00000778.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0001 2.99346784462271e-005 112.903069986437 -215.661111872174 1984.15610865446 -0.0127489777689054 0.0104489970583548 0.18547211887988 0.127906624797721 0.800113143029763 0.504982423776777 3.9356810839603 3.95119186852722 1 5.28189501251645e-005 
00000778.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 120 0 0 0 0.0002 3.04798004293313e-005 108.094836451301 -241.148223514468 1955.30683663755 -0.0149905383763748 0.0101504218381266 0.18115466879004 0.126818482985718 0.804203053240018 0.393645044336357 4.76837115117463 4.77432806379482 1 5.3301017101358e-005 
00000778.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.000 5 121 0 0 0 0.0002 3.09617827639937e-005 108.985378490936 -234.558617115348 1960.65020310517 -0.0146598840652476 0.0103015304145816 0.182167819509965 0.124974743399341 0.802913549214875 0.451918878806412 4.11142353678167 4.12211497732142 1 5.28189501251645e-005 
00000778.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.0005 3.36254133176678e-005 101.179733357856 -268.652049794645 1913.81696358714 -0.0206540196629577 0.0101185337111487 0.17667827841372 0.12212321443016 0.807900680362178 0.201906600721846 5.04891816797797 5.04913398678809 1 5.3301017101358e-005 
00000778.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.0005 3.3796960227769e-005 102.006813367302 -263.708492997002 1918.77948430043 -0.0199622477890148 0.0102064642089591 0.177580395788728 0.120926049162417 0.806828643583699 0.347231997821682 3.98717647404676 3.99179704563233 1 5.28189501251645e-005 
00000778.nii_L_ICA_labeled_d5_cp120_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 120 0 0 0 0.001 3.74301314009284e-005 95.0891488223406 -288.278090235611 1877.27435809223 -0.0300403299385066 0.0102174710751503 0.173560253554322 0.118766602890938 0.810484345576559 0.151866200904587 4.97624361396647 4.97624474622056 1 5.3301017101358e-005 
00000778.nii_L_ICA_labeled_d5_cp121_lmd1d0.000_lmd2d0.000_lmd3d0.000_lmd4d0.001 5 121 0 0 0 0.001 3.73887796032881e-005 95.8581275170062 -284.484021343817 1881.88822045985 -0.0286542075034526 0.0102674622809052 0.174305056922381 0.117948102654152 0.809627944135328 0.254231430876516 3.18192996343571 3.18346995314206 1 5.28189501251645e-005 
